id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
cYsillXIBTJzaxxC3-5wJg,las-trancas-austin,Las Trancas,https://s3-media4.fl.yelpcdn.com/bphoto/VYBIv5MU8P3-SxaJNLFzug/o.jpg,False,https://www.yelp.com/biz/las-trancas-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,471,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"{'latitude': 30.2596927300688, 'longitude': -97.731671333313}",['delivery'],$,"{'address1': '1210 E Cesar Chavez St', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78702', 'country': 'US', 'state': 'TX', 'display_address': ['1210 E Cesar Chavez St', 'Austin, TX 78702']}",+15127018287,(512) 701-8287,5640.294792053827
CgZfMVFv0ilEDZbH06apyA,tacodeli-austin-4,Tacodeli,https://s3-media3.fl.yelpcdn.com/bphoto/HUpPSLtRGOMpbXrr7BYKaw/o.jpg,False,https://www.yelp.com/biz/tacodeli-austin-4?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,718,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 30.310645074939902, 'longitude': -97.7400862024725}",['delivery'],$$,"{'address1': '4200 N Lamar Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78756', 'country': 'US', 'state': 'TX', 'display_address': ['4200 N Lamar Blvd', 'Austin, TX 78756']}",+15124191900,(512) 419-1900,1799.5458772030654
C9QXRfi43sYP5lXkNGrM7A,lazarus-brewing-austin,Lazarus Brewing,https://s3-media3.fl.yelpcdn.com/bphoto/X_gURrXvEpS7enU95DkVwQ/o.jpg,False,https://www.yelp.com/biz/lazarus-brewing-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,548,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,"{'latitude': 30.26169, 'longitude': -97.72204}","['pickup', 'delivery']",$$,"{'address1': '1902 E 6th St', 'address2': '', 'address3': None, 'city': 'Austin', 'zip_code': '78702', 'country': 'US', 'state': 'TX', 'display_address': ['1902 E 6th St', 'Austin, TX 78702']}",+15123947620,(512) 394-7620,5922.927603383523
eUD2rCO5pfus19UN34Cgzw,foodheads-austin-2,FoodHeads,https://s3-media4.fl.yelpcdn.com/bphoto/ApX1PlCdeBsh_-xu7XKRvQ/o.jpg,False,https://www.yelp.com/biz/foodheads-austin-2?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,608,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 30.30091, 'longitude': -97.7403}",['delivery'],$$,"{'address1': '616 W 34th St', 'address2': None, 'address3': '', 'city': 'Austin', 'zip_code': '78705', 'country': 'US', 'state': 'TX', 'display_address': ['616 W 34th St', 'Austin, TX 78705']}",+15124208400,(512) 420-8400,1738.7985744249686
z4fQL2IHUR4ENonH7A_9tQ,fonda-san-miguel-austin-7,Fonda San Miguel,https://s3-media2.fl.yelpcdn.com/bphoto/R4MDbU8qwFkjmJBM3DzFPw/o.jpg,False,https://www.yelp.com/biz/fonda-san-miguel-austin-7?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,1048,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 30.32545, 'longitude': -97.7435}",['delivery'],$$$,"{'address1': '2330 W North Loop Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78756', 'country': 'US', 'state': 'TX', 'display_address': ['2330 W North Loop Blvd', 'Austin, TX 78756']}",+15124594121,(512) 459-4121,2659.9177654352557
H1yyjI2UiWD78WKKYwdiSw,tacodeli-austin-6,Tacodeli,https://s3-media2.fl.yelpcdn.com/bphoto/CL9ufjhhnDLKQQTS3lWh4Q/o.jpg,False,https://www.yelp.com/biz/tacodeli-austin-6?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,1060,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 30.407661636193406, 'longitude': -97.71325185849052}",['delivery'],$,"{'address1': '12001 Burnet Rd', 'address2': None, 'address3': None, 'city': 'Austin', 'zip_code': '78758', 'country': 'US', 'state': 'TX', 'display_address': ['12001 Burnet Rd', 'Austin, TX 78758']}",+15123391700,(512) 339-1700,12170.510595134274
_V-VpV5AWREqop5b3hV8Hw,chuys-austin,Chuy's,https://s3-media2.fl.yelpcdn.com/bphoto/nQlh_rRvjRq19SETAcZnww/o.jpg,False,https://www.yelp.com/biz/chuys-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,1136,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 30.263803, 'longitude': -97.763323}",['delivery'],$$,"{'address1': '1728 Barton Springs Rd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['1728 Barton Springs Rd', 'Austin, TX 78704']}",+15124744452,(512) 474-4452,4629.629597801673
10dR2YozAl0Tiwt0FnBMng,torchys-tacos-austin-17,Torchy's Tacos,https://s3-media1.fl.yelpcdn.com/bphoto/Av1FPMG9m3cEDvUrrbwoTQ/o.jpg,False,https://www.yelp.com/biz/torchys-tacos-austin-17?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,955,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.0,"{'latitude': 30.24540581007827, 'longitude': -97.75162356438081}",['delivery'],$,"{'address1': '1822 S Congress', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['1822 S Congress', 'Austin, TX 78704']}",+15129169025,(512) 916-9025,6669.69694856671
g6B2TZYS7JKKpNWPwVnwqw,taco-joint-austin-2,Taco Joint,https://s3-media1.fl.yelpcdn.com/bphoto/XBcyPj6cfgKSZ2usw066vA/o.jpg,False,https://www.yelp.com/biz/taco-joint-austin-2?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,472,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 30.291596, 'longitude': -97.734906}",['delivery'],$,"{'address1': '2807 & 2809 San Jacinto Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78705', 'country': 'US', 'state': 'TX', 'display_address': ['2807 & 2809 San Jacinto Blvd', 'Austin, TX 78705']}",+15124738223,(512) 473-8223,2654.6750158200266
Qn375GaXRU_6OCcD2z_uSw,pueblo-viejo-austin,Pueblo Viejo,https://s3-media1.fl.yelpcdn.com/bphoto/991HZJgRaoD8EQriX_jv8w/o.jpg,False,https://www.yelp.com/biz/pueblo-viejo-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,585,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.5,"{'latitude': 30.237308266957864, 'longitude': -97.72487640735946}","['pickup', 'delivery']",$,"{'address1': '2410 E Riverside Dr', 'address2': 'Ste H-8', 'address3': '', 'city': 'Austin', 'zip_code': '78741', 'country': 'US', 'state': 'TX', 'display_address': ['2410 E Riverside Dr', 'Ste H-8', 'Austin, TX 78741']}",+15123053448,(512) 305-3448,8177.163175578689
V8B1lqK7IXULiOe-zuIpMw,taco-joint-austin-4,Taco Joint,https://s3-media2.fl.yelpcdn.com/bphoto/aGEheXeCnreOB0XUoT-S2w/o.jpg,False,https://www.yelp.com/biz/taco-joint-austin-4?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,542,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 30.25637, 'longitude': -97.74552}",['delivery'],$,"{'address1': '134 E Riverside Dr', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['134 E Riverside Dr', 'Austin, TX 78704']}",+15125995144,(512) 599-5144,5552.222664066045
PBfFmFy8C0WOtpHF_frVWA,habanero-mexican-cafe-austin,Habanero Mexican Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/Gauns61ss94HfT1lo4wpeA/o.jpg,False,https://www.yelp.com/biz/habanero-mexican-cafe-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,718,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.0,"{'latitude': 30.24122, 'longitude': -97.75822}",['delivery'],$$,"{'address1': '501 W Oltorf St', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['501 W Oltorf St', 'Austin, TX 78704']}",+15124160443,(512) 416-0443,7109.897230951935
XjC5H-uKRrsctioXxuCMQQ,torchys-tacos-austin-4,Torchy's Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/2HCJi77Ids31f2pzMZDV2g/o.jpg,False,https://www.yelp.com/biz/torchys-tacos-austin-4?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,948,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 30.293664724914397, 'longitude': -97.74177437042387}",['pickup'],$$,"{'address1': '2801 Guadalupe St 5-B', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78705', 'country': 'US', 'state': 'TX', 'display_address': ['2801 Guadalupe St 5-B', 'Austin, TX 78705']}",+15124948226,(512) 494-8226,1994.1490462656247
omzxJo2aWruaJo_82xTfkA,papalote-taco-house-austin,Papalote Taco House,https://s3-media3.fl.yelpcdn.com/bphoto/MIZsIf2szTIQuq7iwbsEFQ/o.jpg,False,https://www.yelp.com/biz/papalote-taco-house-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,620,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 30.2435, 'longitude': -97.78188}","['pickup', 'delivery']",$,"{'address1': '2803 S Lamar Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78704', 'country': 'US', 'state': 'TX', 'display_address': ['2803 S Lamar Blvd', 'Austin, TX 78704']}",+15128042474,(512) 804-2474,7237.230527493038
fAw1VGWzFWGUVQRWWUZLwQ,lichas-cantina-austin,Licha's Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/cRYe7isKufh4Um2c-1aY5g/o.jpg,False,https://www.yelp.com/biz/lichas-cantina-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,725,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",4.0,"{'latitude': 30.264108, 'longitude': -97.728966}",['delivery'],$$,"{'address1': '1306 E 6th St', 'address2': None, 'address3': '', 'city': 'Austin', 'zip_code': '78702', 'country': 'US', 'state': 'TX', 'display_address': ['1306 E 6th St', 'Austin, TX 78702']}",+15124805960,(512) 480-5960,5334.491178416622
gvpoFnaCq2J7TBXV7yFIkQ,velvet-taco-austin-6,Velvet Taco,https://s3-media2.fl.yelpcdn.com/bphoto/uUiC4y9oWW_Ev20Cp3iW4g/o.jpg,False,https://www.yelp.com/biz/velvet-taco-austin-6?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,874,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 30.40126, 'longitude': -97.72253}","['pickup', 'delivery']",$$,"{'address1': '11501 Rock Rose Ave', 'address2': 'Ste 160', 'address3': None, 'city': 'Austin', 'zip_code': '78758', 'country': 'US', 'state': 'TX', 'display_address': ['11501 Rock Rose Ave', 'Ste 160', 'Austin, TX 78758']}",+15127048226,(512) 704-8226,11207.026758120357
gXip--EE80jF-sqdk5Aghw,bennu-coffee-austin,Bennu Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/pqNcPkiiAYVuExKpUbkwTQ/o.jpg,False,https://www.yelp.com/biz/bennu-coffee-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,761,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 30.27987, 'longitude': -97.71957}",['delivery'],$,"{'address1': '2001 E Martin Luther King Jr Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78702', 'country': 'US', 'state': 'TX', 'display_address': ['2001 E Martin Luther King Jr Blvd', 'Austin, TX 78702']}",+15124784700,(512) 478-4700,4622.546154590461
hpttZ0nryCCmV1hxwN3ZGg,atx-cocina-austin,ATX Cocina,https://s3-media3.fl.yelpcdn.com/bphoto/TdMjZiBpk-JWuYhiXYWM_A/o.jpg,False,https://www.yelp.com/biz/atx-cocina-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,566,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 30.2649458683025, 'longitude': -97.7492585281865}",['delivery'],$$$,"{'address1': '110 San Antonio St', 'address2': 'Ste 170', 'address3': '', 'city': 'Austin', 'zip_code': '78701', 'country': 'US', 'state': 'TX', 'display_address': ['110 San Antonio St', 'Ste 170', 'Austin, TX 78701']}",+15122632322,(512) 263-2322,4544.427099333326
aq0aE997rfi6NMTuTcoyNQ,hula-hut-austin,Hula Hut,https://s3-media2.fl.yelpcdn.com/bphoto/BT1gf5scND7J_NSJG1o8bw/o.jpg,False,https://www.yelp.com/biz/hula-hut-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,1936,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'polynesian', 'title': 'Polynesian'}]",3.5,"{'latitude': 30.2947120806306, 'longitude': -97.7843958519819}","['pickup', 'delivery']",$$,"{'address1': '3825 Lake Austin Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78703', 'country': 'US', 'state': 'TX', 'display_address': ['3825 Lake Austin Blvd', 'Austin, TX 78703']}",+15124764852,(512) 476-4852,2811.9524504434885
JfSFcZjRfUKpjSq9s42jYA,velvet-taco-austin-5,Velvet Taco,https://s3-media4.fl.yelpcdn.com/bphoto/AD1VDQbPt4TOquRnpkskkQ/o.jpg,False,https://www.yelp.com/biz/velvet-taco-austin-5?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,363,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 30.26794, 'longitude': -97.7431}","['pickup', 'delivery']",$$,"{'address1': '522 Congress Ave', 'address2': 'Ste 100', 'address3': None, 'city': 'Austin', 'zip_code': '78701', 'country': 'US', 'state': 'TX', 'display_address': ['522 Congress Ave', 'Ste 100', 'Austin, TX 78701']}",+15122985223,(512) 298-5223,4369.905825114657
8FDt0a8jrJE8ClZuum8lUw,el-tacorrido-austin,El Tacorrido,https://s3-media2.fl.yelpcdn.com/bphoto/vovbwPf-zOSD3vdQFFhnDA/o.jpg,False,https://www.yelp.com/biz/el-tacorrido-austin?adjust_creative=oapS1_QZo4-Es35G1UKw_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oapS1_QZo4-Es35G1UKw_g,190,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 30.3623251, 'longitude': -97.697608}",['delivery'],$,"{'address1': '9320 N Lamar Blvd', 'address2': '', 'address3': '', 'city': 'Austin', 'zip_code': '78753', 'country': 'US', 'state': 'TX', 'display_address': ['9320 N Lamar Blvd', 'Austin, TX 78753']}",+15128738602,(512) 873-8602,8635.435617883715
