restaurant_name,id,number,review,rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,13,"Breakfast Taco was one of the food on our list in Austin. Everyone said we must try breakfast taco coming here so we did!<br/><br/>Granny Taco is a food truck located on a busy street. There is street parking available and few spots in the parking lot.<br/><br/>We got the breakfast taco, Ranchero and Mexican coke! There was some hiccups with our order. We wanted only egg and turkey sausage taco but got charged for chorizo as well. The guy who took our ordered insisted that we did order chorizo. There was no avocado in the ranchero because they were out. It would be nice if they tell us about any unavailable items before we order foods. Anyway always check your order and make sure it is correct. Lots of people ordered before us also got their orders wrong. Maybe it was an off day.<br/><br/>There is outdoor seating near the truck and condiments are available upon request! There might be better breakfast taco place out there so I would probably explore other options!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,14,I feel like these tacos are larger than usual. You really only need two and I couldn't really finish my third. I got the migas type one that also had chicharrones (incredible) along with a picadillo steak one and a custom breakfast one. No real complaints. Everything was quite good. I wish they gave you more salsa.,5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,15,"Get here early to avoid the lines!!! We waited in line about 30 minutes and luckily by the time we ordered our food, some of the people were getting up so we'd have a place to eat. I got the abuela taco, al pastor and a brekkie taco with egg and potato. The egg and potato taco was ok, but the abuela was our favorite. It was so freaking flavorful with the pork adobo!! It came with pico and avocado. I really wanted to try the Rico but they didn't have mole :( overall, I think it's comparable to the other taco places in Austin, but that abuela taco def stands out from the rest! Street parking is avail where you can find a spot!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,16,"And now for the actual, very first taco joint we visited as part of our Austin swing... Picture this:<br/><br/>It's 9:30 in the morning. And there's already a long-line of disheveled millenial and maybe even younger looking patrons, yawning- patiently waiting for their breakfast taco fix. From this, their locally favorite taco food truck.<br/><br/>The best thing we had here was their shrimp taco. I wouldn't put this place in my top 10 taco stands in Austin. But it was pretty delish.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,17,"Why 5 stars? Because I think I may have just eaten the best tacos of my life.<br/><br/>   ---   ---   ---<br/><br/>Everything was going against me in this situation.<br/><br/>I had just driven about 2 hours and 40 minutes from Houston.<br/><br/>I had to pee pretty badly at the halfway point but elected to ride it out to the end.<br/><br/>When I arrived in Austin, my bladder was approaching a Level 7 emergency (there are only 5 Levels).<br/><br/>Of course, Granny's is only a food truck with no attached toilet for your convenience.<br/><br/>I attempted to park in the nearest lot. When I swiped my credit card, the machine just said ""Please wait"" in perpetuity. Perpetuity in my case was probably 90 seconds, but it felt like 3.5 months before I just gave up and drove away. Chances of fraudulent charges hitting my account any day now = 87%.<br/><br/>I looked around for street parking. Finally found a spot that looked halfway legit. A nearby sign said I could swipe my card or download an app. It felt like the end was near for me, so the amount of time it would have taken to download an app and set up an account made that option a non-starter. <br/><br/>I quickly swiped my card, only for the machine to act like something happened, followed by it immediately returning to the main screen. Identity fraud #2 coming right up.<br/><br/>Eventually, the machine worked. I somehow walked to Granny's, and then just past Granny's to a coffee/wine bar. I apologize to the owners here for using your restroom without making a purchase. Your plumbing saved my life on this day.<br/><br/>===Now that you know I lived, time for the actual Granny's review===<br/><br/>I was studying the menu, when the guy opened his window and asked what I wanted. I was overwhelmed and felt not quite ready, so I had to wing it. I knew that the Abuela Taco was the #1 highlight, so that's all I was certain I needed to order. I clumsily blurted out three others. Let's talk about them all:<br/><br/>Abuela: Ironically, this is the only one that I was unimpressed by. It was fine, don't get me wrong, but I wouldn't need to order it again.<br/><br/>The other three? I could eat them every day for the next 50 years.<br/><br/>The Shrimp, the Campechano and the Acambre. Sadly, I am not even 100% sure which was which between the latter two. I *think* The Campechano was my favorite, but I kind of got confused which was which. It's the one on the top-right in my photo.<br/><br/>Either way, all three of these were just incredible. Every bite. Why do all tacos not taste like this? What does Granny's do differently? I have no idea.<br/><br/>All I know is that a 5-star average with over 400 reviews as of my visit is well-deserved. It's going to be hard to come back to Austin again without stopping here.<br/><br/>EDIT: Came back again on my last day in Austin. Ordered a migas and a breakfast taco with eggs, bacon and chorizo. All other tacos that I eat for the rest of my life will pale in comparison to Granny's.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,18,"GET THE SHRIMP TACO!! It was the highlight of the meal and so friggen good. A must get!<br/><br/>We also got two steak tacos which were super salty and overcooked :( The meat portion was huge though.<br/>The birria taco was decent but nothing really special.<br/>Overall, I would come back for the shrimp tacos but everything else we tried wasn't worth it.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,19,"Lived up to the hype! Amongst the plethora of tacos I've tried in Austin, this place has cracked my personal top 5. Mostly because of how well they season and cook their proteins. Green sauce is delicious. It reminds me of the doña at Tacodeli, which is easily the best part of that chain.<br/><br/>Shrimp taco is an absolute must, as many have mentioned. Light and delicious. The shrimp is seasoned and cooked perfectly. So easy to overcook shrimp but no, theirs were plump and juicy. All of the toppings worked so well together. No salsa needed!<br/><br/>Abuela was also very good. Fatty and unctuous but don't be alarmed by all the braising liquid/sauce; it's not as heavy as it looks. Meat is melt in your mouth tender, unlike some shredded meats that can stringy and tough. Pour a little of that green sauce to cut the richness and you get the perfect bite. <br/><br/>Ranchero was slightly disappointing. I love chicharron but it kind of got lost in the taco, or not enough of it. The corn chips are a nice touch but a bit overpowering. I should've ordered the Machaca instead.<br/><br/>The guy taking orders was very efficient, yet patient and friendly at the same time. Few people ahead of me and all of our orders came out in a timely manner. Everything is reasonably priced. 100% recommend.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,20,Came down to Texas to visit Austin and I knew the food seen was amazing. I did my usual yelp search to try to find a great taco spot. This place did not disappoint. I was easily able to pull up and sit at one of the many picnic tables they had. They had a variety of different tacos to choose from. I had gone there for breakfast tacos but I got a variety of different kinds to eat with my husband. The tacos were actually really big so I could only finish two. The tacos were so flavorful and unique compared to the taco trucks we have in Alabama. I had a breakfast taco which had egg/cheese/chorizo. I also ordered a chicken mole. We dove in when we got our tacos! It was so delicious.,5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,21,"Everything we got was delicious. The favorite was the Migas, but the Machaca was good as well. My daughters shared a torta. We also got a steak burrito which was enormous, it felt like it weighed 5 pounds. We were there around 11am on Sunday and our order was ready in about 20 minutes. I also walked to Revelry around the corner to get a latte which was good too.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,22,"Slap a lap. This place ain't joking around.<br/><br/>Machaca. Alambre. Standouts for sure<br/>Ranchero.  Birria. Also good but not quite on that same esteemed level as the aforementioned tacos.<br/><br/>Friends said the Migas was incredible as well. ""Slightly messy"" but I mean... what kind of the best tacos are not?<br/><br/>With that being said, they were out of chorizo and Abuela tacos at ~11AM on a Saturday? Disappointing but just a reason to come back. Not my favorite hot sauces anyways but those tacos arguably don't need the flavor, but I like my spice so put some on.<br/><br/>Outdoor seating is what is available. Nice coffee shop next door.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,23,"Visiting Austin and we decided to go on what we are calling a ""Taco Tour."" We stopped at many different taco shops/trucks in the downtown area. While there are too many delicious options to count, Granny's came out on top as my ultimate favorite! WOW!<br/><br/>Such a hearty, delicious, flavorful taco. I went with the Picadillo and was blown away. My only regret is not trying more tacos from the menu. Everything looked so good! <br/><br/>I also loved the atmosphere and vibe. The staff was so kind in recommending tacos and helped us to have a great experience. <br/><br/>Will for sure be back anytime I'm in the area!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,24,"We decided to try this restaurant for lunch.... Ok.... It's a good truck but keep in mind they close early.. there is outdoor seating, but the heat is brutal even with umbrellas..  the ordering process was easy, They have a few selections on the menu...<br/>The food took maybe 20 minutes or less to come out..  I ordered a shrimp taco and chicken taco, my husband ordered the Birria Taco, my son- chicken quesadilla and my daughter a chicken taco.. we ordered nachos as well..  chicken taco was average, but the Shrimp<br/>taco was FIRE!!! It had the perfect amount of spice and the shrimp was flavorful.. I could've done without the cooked onions, but it was ok..  The Birria Tacos based on my husband's input was average.. the quesadillas were cheesy and overstuffed, but it did have good flavor..  couldn't really enjoy is because it kept falling apart...the nachos ehhh... the chips were buried under all beans, chicken and cheese. They topped it off with sliced hass avocado, which were brown on each side and not brown because they were cut in advance, brown because they were going bad and it also had the sour flavor.. and not a sour flavor from the lime juice..<br/>So for the drinks we ordered Jarritos... Imagine being in 99 degree weather and being handed warm drinks...after waiting outside patiently for your order to be ready... my husband asked the lady inside the truck if the had ice, she replied, Rudely, ""we don't have no ice.""  And closed the window..<br/>Not really impressed with this 5 star rated food truck...<br/>The location we went to had Portable Bathrooms right behind the truck and the smell was awful.. we moved a few tables away and didn't smell it anymore but the closer you are to the truck, the worse it is...<br/><br/>So to be honest, There is room for growth here, starting with the basics... Cold Drinks... I mean c'mon, Austin is HOT and you're handing people warm drinks... hmmm... <br/>Overall, average tacos, service is ehh...",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,25,"Let me tell you about their tacos. They taste amazing. I got the Machaca on corn, so that the tortilla soaked up all the delicious flavor from the meat juices. The shrimp taco was made with fresh thick shrimp and seasoned to perfection. <br/><br/>The salsas were negligible since each taco was already balanced in flavor.<br/><br/>So why not 5 stars? Well the salsas were not great. The chips and guac were bland. There's seating but you'll have to fight the grackles for your food. The parking is paid.<br/><br/>A phenomenal taco food truck that I'll be back for if I'm picking up some tacos on the go!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,26,"This is an awesome tucked away gem. Staff was great, there's some outdoor seating, and the tacos were the best in Austin in my opinion.  I had a chorizo/egg/cheese and migas. Both were awesome! Definitely worth it to go if you're in town.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,27,Amazing tacos! Fast and friendly and fantastic tasting.  <br/><br/>Stopped by here on the way back from a tough day at the airport. Was rewarded with a very tasty breakfast taco! <br/><br/>Very popular place...easy to see why.,5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,28,"We stopped here first on our self guided taco tour of Austin. We tried the sausage and bacon tacos. The sausage was cut up hotdog (maybe this is a normal type of sausage here, but we were surprised as it wasn't what we are used to). Bacon was cooked to perfection. Very filling breakfast tacos but somewhat bland. The rojo side sauce was a great addition to spice them up.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,29,"Wishing I could wake up tomorrow and it was Sunday morning in Austin all over again. <br/><br/>Being Hispanic and living in San Antonio, I have eaten my fair share of breakfast tacos, so when I find tacos that stand out, I am always nicely surprised. <br/><br/>Granny's came to play! First, the service was excellent. Prompt but not rushed. Cashier helped me make my decision of the Alambre with chicken, which was delicious. My partner chose the chillaquilles with green salsa. I am usually let down with most chillaquilles I have eaten, but these were by far top 3 I have ever had. I wanted to dump out her taco's contents, throw some shredded chicken, and an egg on top. <br/><br/>Prices, with the exception of the Mexican coke, were very reasonable. So many other breakfast tacos to try in such little time, but I will definitely be back - sooner than later.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,30,"Pretty much the best breakfast taco I've ever had in my life!<br/><br/>I got the chorizo, egg, and cheese breakfast taco and it was honestly amazing! It was so good, that it turned back around and ordered a second one right after finishing it.<br/><br/>I also ordered the Picadillo taco with steak and potatoes which was delicious and the Abuela taco, which was also good, but I'm not as much of a fan of marinated pork. <br/><br/>The tacos are pretty hefty, so I think 2 would be adequate if you're not too hungry and 3 would be a good number if you're hungry!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,31,"Came here for some breakfast tacos and they were great! I love that they have covered tables here - we were able to enjoy both the wait time and our tacos here. Our table enjoyed the Machaca and Veggie Breakfast Tacos. <br/><br/>For parking, we parked on the street near by. There isn't coffee offered here but it is located right by Revival Coffee so it was nice walking over there after and getting a nice coffee from there too.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,32,"Granny's is probably the best tacos I've had in Austin! A group of us swung over here for a late lunch. PSA: they make everything fresh but also make each order individually (instead of bulk making certain repeat orders) so it could be a decent wait to get your tacos esp if you're in a large group. I think there were 5 or 6 orders ahead of me and I waited 10-15 min. That's really my only complaint, the wait time. <br/><br/>Onto the food...I ordered the Alambre (steak, bell peppers, chorizo, bacon, avocado, cheese melted over top), the Abuela (marinated pork, pico avocado), and the Al Pastor. My favorite by far was the Alambre, a little oily but the steak was quite tender and the mix of flavors with the bacon and melted cheese were to die for. You can also get it with chicken instead of steak (was their recommendation) so I would try that next time. Al Pastor was my #2 - succulent pork with nice sweetness from pineapple; this was also pretty messy so come prepared with napkins and a fork! Finally, the Abuela comes in at the end of the best for me. The menu says ""marinated"" but it didn't really hit the spot. The pork was also pretty dry, especially when compared to the Al Pastor. I wouldn't get this taco again. <br/><br/>Overall, fantastic food being served from this taco truck! This is a must have the next time I'm in Austin. My friends also gave the breakfast tacos rave reviews, so I'll have to try those too!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,33,"Tacos are almost a religion in Austin and according to the reviews it seems that Granny's Tacos may be one of its holiest places. With only one day in the city I had to make a pilgrimage to this mecca.<br/><br/>It seems that just like the actual pilgrimage to mecca, getting to Granny's is a perilous journey filled with staggering highs and depressing lows. We easily spent 20 minutes searching for parking that wasn't ridiculously priced. We prowled side alleys, crawled past full lots looking for open spots, and even debated a quick and dirty illegal maneuver. In the end, we squeezed ourselves against a sagging fence, between a telephone pole and another precariously parked vehicle, several blocks away.<br/><br/>After we found a safe-ish spot to stow the car we were finally able to taste these legendary tacos. We ordered an abuela, a shrimp, and a steak taco to give us a good variety to sample. Washing it down with jarritos is almost a requirement.<br/><br/>I'll tell you one thing, before even putting a drop of sauce on any of these tacos the flavor was fantastic. The proteins were cooked perfectly with incredible seasoning across the board. Sauces were a nice touch if you wanted heat or a little something extra, but I honestly didn't need them. The tastes were powerful all on their own.<br/><br/>Surprising no one who reads these reviews, the shrimp taco was the MVP of the group. Huge pieces of shrimp that burst with flavor when you bit into them. If I swing by again I'm ordering two of those bad boys.<br/><br/>Now you may wonder why the 4 star rating. Honestly, the parking situation wa so atrocious that incredible tacos can't make up for it. They could've been gold foil tortillas and gem encrusted fillings and it still wouldn't have made the grueling hunt for parking worthwhile. It's a shame, but at least I got to try them once and see that *most* of the hype was correct.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,34,"Hands down the best tacos in all of Austin, with plenty of options for everyone! As a vegetarian I have yet to be let down with their breakfast tacos or specialty tacos. They offer plenty of dining options including ordering ahead or delivery with Favor or dine in at their food truck. <br/><br/>Highly recommend trying the chicken mole to get something different &amp; flavorful.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,35,"We have family in town and she was wanting something new and different. I wasn't sure what to look for but just started browsing. I came across Granny's and seen they had multiple different yummy options to choose from and I recognized the area from the Trending Machines event by Revival coffee, I chose that spot because it was a short ride and knew there was parking for that area. <br/><br/>You pull up and park right by the food truck and there are picnic tables with umbrellas outside if you wanted to eat there. Your order your food and they give you a ticket number. <br/><br/>I ordered the steak torta and family ordered 2 tacos (Abuela taco &amp; shrimp taco). The torta is huge so its worth the price and everything tastes fresh to order. Bread was soft and warm, the steak was tender &amp; they put just the right amount of cheese. The torta was very good, full of flavor and I was told the tacos were delicious as well along with the salsas given with the food. He puts a good amount of shrimp in the taco and they are a good size as well. You are getting your money's worth. <br/><br/>I highly recommend this food truck and I will come back for more and make this my torta spot. It tastes like you just had abuela's food at home. YUM YUM!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,36,"amazing tacos in austin texas, i always get the shrimp one and it's so delicious. the flavor, portion size, and freshness is all there!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,37,"Way tastier than it looks. There's a reason why this place is so busy and often runs out of meat...it's that good!<br/><br/>My boyfriend and I came on a Saturday afternoon and ordered a chilaquile taco and a marinated pork taco because they were out of beef. We had to wait a bit for the tacos, but they were so worth it!! The tacos were super flavorful and yummy. Definitely the best tacos we had in Austin! <br/><br/>Come early to enjoy all that they have to offer!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,38,"Taco truck in Austin that I wish I had known about earlier! Friend recommended this place and I was blown away by the quality of it.<br/><br/>Abuela (marinated pork, pico, avocado) - this taco is singlehandedly the most delicious thing I tasted when I was in Austin. packed full of flavor in every bite<br/>carne asada taco - just plain and boring compared to the abuela",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,39,"The Abuela Taco was so good and PHAT ! 1 order was plenty. It's loaded with rice and chicken. <br/>Quick way to get your mole fix in. <br/>Also had a side order of guacamole and chips. The guacamole was chunky and so fresh I got the little bellybutton part of the avocado lol<br/>chips  were perfectly crunchy, not stale at all.<br/><br/>3 salsa options. Worth trying them all. <br/>I still think my mom's salsas are better, but this place beats most I've tried in Austin so far. <br/><br/>Luckily got the there  before noon, so it wasn't busy yet. My order was ready in less than 5 minutes.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,40,"Looking for the BEST breakfast tacos in Austin? Look no further! Ever since I discovered Granny's I recommend it widely to folks traveling to the Austin area. After stopping for coffee next door, breakfast tacos was my next move. <br/> I had the chicharrón and steak breakfast tacos. They were both delish. The chicharrón was crunchy and abundant. Hoping to stop one more time here before I head back to Boston.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,41,This was one of our last stops on our way back to Houston! We wanted some breakfast tacos before we hit the road and I had this place saved to my list of food places to try! We're from Houston so we have a lot of good taco trucks down there but this is the first I've ever seen that had five stars so I had to try it! I ordered the shrimp taco and the Machaca taco which were both suggested to me by the lady helping us since it was our first time she recommended the shrimp since I like shrimp and I wanted a steak egg and cheese taco which was pretty similar to the machaca taco so she recommended I try that one as well. My boyfriend ordered 2 chicken tacos. The shrimp taco was to die for it was so good and the shrimp were huge usually with shrimp tacos they don't give you enough protein but they definitely made sure you would be for field with this taco I wish I ordered two it was so good I almost wanted to turn it back around but we had somewhere to be by a certain time! My boyfriend loved his chicken tacos which he didn't get to eat until we got back to Houston they were still good we just reheat them in the air fryer and it was magnificent! Anytime I go to Austin I have to stop at this taco truck now highly recommend the ingredients were so fresh and veggies crisp I've never had tacos to where the vegetables just melt in your mouth with the protein so even if you're not a veggie lover please get the veggies on it because you don't even notice they're vegetables so flavorful and the salsas add just the right amount of spice depending on your liking. They have plenty of vegetarian and/or vegan options as well,5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,42,"I have to say it again.  Where would I drive 35 minutes on Sunday morning for a taco?  Granny's. Migas and Rico never disappoint.  I'll try other places during the week, but Granny gets me on Sunday.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,43,"Just no. Don't do it. First, VERY SALTY. lacking flavor and just tasting salt. I am sorry to say, this is the worst taco I had during my seven day trip to Austin (and I ate an embarrassingly amount of tacos). <br/><br/>I had the mole taco and shrimp tacos. Shrimp tasted rotten and I had to send back. It was also strange that the shrimp was not even cut up but thank goodness because maybe I would not have been able to identify that it was not a good piece. <br/>The person behind the counter asked what was wrong - and I tried to whisper my experience to not tell everyone around. I ordered a chicken taco that was better than the mole chicken taco. The person behind the counter replaced it quickly. <br/><br/>Each taco is wrapped in aluminum and because it's so hot, it makes it very soggy even for just a minute. I was not asked if I wanted a corn or flour tortilla, and read to ask for the corn if you are familiar. The tacos are really messy when they are opened and should probably not serve this unless asked for this. <br/><br/>My love ordered the chicken burrito and everything was able to fall out easily. It was definitely wrapped incorrectly. <br/><br/>We ordered and paid for a Coca Cola and five minutes later told they were sold out and we were able to opt for water. Honestly, I don't like that. We ordered something, you either have it or you don't and just refund the money first. This seems to be a trend. <br/><br/>The tortilla chips were good and guacamole ok.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,44,"Granny knows how to make some good freakin' tacos! Stumbling upon this taco truck on a hungover Sunday morning might be the best thing that happened to me during my visit to Austin. Plenty of picnic table seating available and tons of options on the menu. My taco was super flavorful and bigger than I expected. If the line hadn't been so long, I would've hopped back in for about 50 more of them!",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,45,"Unpopular opinion...Granny's did not live up to the hype. I live nearby and always noticed the long line so I was eager to finally try Granny's Tacos but was honestly let down. My boyfriend and I tried a few of the breakfast tacos. He didn't mind them but mine had an overwhelming taste of onion, however, I ordered a bacon, egg, and cheese taco that didn't have onion on it at all. It's a food truck, so I'm sure there's lots of overlap with cooking surfaces but I just couldn't get over that onion-y taste. Also, there were crows literally everywhere because the trash was overflowing so not the most welcoming eating environment. <br/><br/>COVID Precautions: It's outdoors, so minimal. Nobody was really wearing masks or enforcing social distancing.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,46,"I've been heartbroken by Granny's for the last time! I went 2x when I first moved to Austin and LOVED it. The breakfast tacos and thick greasy chips and guac were amazing. If anybody visiting Austin asked for food recommendations, Granny's would be on the list.<br/><br/>In the, like, 5x I've gone since, the tacos have just not been good (sloppy, sometimes undercooked, sometimes overcooked) and they *never* have chips and guac. They are also always out of drinks.<br/><br/>We started going to other breakfast taco trucks instead.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,47,"As a vegetarian I am always eager to find a GOOD taco truck that doesn't skimp on the flavor if you don't eat meat. I noticed this spot on a walk down 6th and loved the sweet service from the employees. I came for lunch and was not disappointed. I ordered two tacos which, with white flour tortillas grilled to a crisp, were more then enough. The Chicagoan in me was expecting corn tortillas. The mole was outstanding and I loved the layers of flavors nuanced in each bite. The veggie taco was a solid bite as well, although I could have done without the big chunks of soft potatoes. At a fair pricepoint however I could see how this spot would quickly be my go-to if I lived here. Will definitely come back.",5 star rating
Granny's Tacos,5fI9ZzqzRLnMNYoTMjUGGQ,48,"Oh man this truck was the perfect spot to end our trip to Austin! We have killer tacos and I would eat every day if I could. Breakfast tacos included: <br/>cactus, egg and cheese<br/>Chicken mole Chilaquiles<br/>Marinated pork with avocado &amp; pico<br/><br/>I couldn't have asked for a tasty send off",5 star rating
