restaurant_name,number,review
Chipotle Mexican Grill,11,So  I m biased. I m a loyal Chipotle customer    Since everyone knows what Chipotle is and most locations are the same in quality of food and service  I normally would not write a review. BUT I currently work at the Capitol  and got to this Chipotle quite often for lunch  And they ve always been great but today they went above and beyond     I left my wallet at work and I told them I would walk back to the office to grab my money and then come back for my burrito  They said absolutely not and comped my burrito    I m going to leave a big tip next time I m there 
Chipotle Mexican Grill,12,For a chipotle downtown austin they tend to run out of everything  today they didn t have meat or chicken  whoever is in charge of their ordering really need to do a better job.  And I eat here weekly and every week they manage to run out of something.
Chipotle Mexican Grill,13,It s a freaking Chipotle and not really ever my first choice for lunch  but let me tell you a thing  I ve been here three times now since starting my new job in January and they are reliable as heck. That s like more times than I ve eaten at a Chipotle in the past year  okay  so you know I m not messing around.  I value consistency in my life and this place is always consistent. If the line is long  they ve got the process down to a tee and it moves very quickly. They re excellent at getting people their food in a timely and efficient manner. My burrito bowls are also always consistent - same amount of each food item each time and it s wonderful. You don t have to worry about getting that one person who is stingy with the meat or something because nobody is stingy with anything. Everything just works exactly the way you would expect it to work.   That s basically the only thing I could ever ask for when eating fast food and this place nails it. Consistency is key and now they ve got themselves a repeat customer.
Chipotle Mexican Grill,14,Relatively cheap downtown lunch option  Check Portion size   big  Check Ability to order online to bypass giant lunch crowd  bingo.  Save yourself half an hour by ordering online and picking it up at the side window. You ll thank me later.
Chipotle Mexican Grill,15,I ordered pork tacos and within an hour and half  I was throwing up violently.  The sad part was all the money I had spent on SXSW and then was sick for two days of the conference.  The pork was bad and it ate me alive.  When I called to tell them  they were unsympathetic and told me they would tell someone else so they could call me.  I was just trying to warn them that their pork was bad.  Good news is I lost 5 lbs overnight.
Chipotle Mexican Grill,16,Do NOT order for delivery on the Chipotle website.  It sends it to a 3rd party  Door Dash  and if they don t show up to pick up the food you have no options  no recourse for resolution.  The restaurant won t deliver  they say you have to contact corporate but give you an email instead of a phone number  corporate says you have to contact Door Dash even though the money was removed from my bank account by Chipotle  and Door Dash support says there s a  special team  to deal with their vendor deals but they hung up on me  twice  when  transferring  me.  If you have time to go over and pick up  great  If you re at work and can t leave your desk  don t do the online ordering.
Chipotle Mexican Grill,17,First of all  anyone who isn t familiar with this location should be warned that parking is not easy to come by     Now that we got that out of the way I can tell you about my great experience here this week. First of all  the place as so unbelievably clean  all Chipotle s are . The staff kept what seemed like an aggressively long line moving that what could have been a 20 minute wait was more like 5  The staff was extremely accommodating to wanting a burrito bowl but wanting a tortilla on the side  salsa on the side and other random picky eater requests. I walked out with a very filling and delicious meal withing about 6 minutes and only spent about  8. Chipotle can do no wrong in my book and this is now my favorite location 
Chipotle Mexican Grill,18,Excellent location. Lots of walkability. I found parking in the area the other day quite easily. Phenomenal view of the capitol building to lunch by.
Chipotle Mexican Grill,19,This venue gets 4 stars because it s just as good as any other location.  What takes it down a star are its odd hours and skimpy portions.  C mon  man 
Chipotle Mexican Grill,20,I walked in with my boyfriend 10 minutes before closing and received great customer service. The food was tasty and hot and we were not rushed at all. Quinton was very friendly and personable and came over to check on us a few times. He is definitely a great representation of the company. Will be returning soon.
Chipotle Mexican Grill,21,Love Chipotle and this location. BTW  the company IS NOT OWNED by McDonalds.   a href   redir url http 3A 2F 2Fmobile.businessweek.com 2Farticles 2F2013-10-03 2Fchipotle-the-one-that-got-away-from-mcdonalds amp s 514ada57d5603894dd1677ea0c2cd7ac2f0a1db4517243646b8b8360bf295fb1  rel  nofollow  target  _blank  mobile.businessweek.com    a 
Chipotle Mexican Grill,22,I don t mind Chipotle. During lunch time on the weekdays  this place becomes loud and the line is long. They crank the music up which in turns everyone tries to talk over the loud music. The acoustics in the place doesn t help. My friend and I had to take our food to go because we couldn t stand how loud it is.  It s helpful they have menus while you are waiting in line. Be ready to let the employees know what you want because they are quick in getting your food.
Chipotle Mexican Grill,23,Good Stuff  but when you add in a drink  chips or any other extras  lunch will cost you over  10.   Since it is such a belly stuffer  I usually only eat here when I am very hungry  or know I will not have time or access to food later in the evening.  Lines get longish  but swift. They will take your order in line and let you pay via credit card before you ever get to submit your order to the person who makes your food.   Lots of seats in the dining room with big windows and natural light.
Chipotle Mexican Grill,24,Let me just say that you will be hard-pressed to find a cheaper  more efficient place for lunch in downtown Austin during the workweek.  If you come here during the noon lunchtime stampede  be prepared that the line may be at the door.  But believe me when I say that it moves fast   You will be through the line and paying in about 15 minutes  tops.  I m actually a big fan of this chain as a whole  as you can taste that their ingredients are fresh.  And if you know what to choose  you can even get a decently healthy lunch  maybe just a little on the salty side .   Hands down  best Chipotle establishment I ve been to.  Plenty of seating if you plan to stay and eat  the food is always fresh  and they re good about re-filling their ingredients in the assembly line   and the best part   They have the assembly line nailed perfectly.  These are master burrito crafters here folks.  And the even bester part   You can get delicious satisfaction for just  6.25. And the even BESTEST part    You can accomplish this all in 15 minutes during your lunch hour.  Thanks to everyone at this location for making my lunchtime hassle-free 
Chipotle Mexican Grill,25,I eat at Chipotle all the time and love the food  this location is no exception. I wanted to leave this one a review  however  to call out Quentin  one of the employees there. He s super helpful  takes initiative  and is relentlessly positive. Really appreciate his hard work and awesome attitude.
Chipotle Mexican Grill,26,I m a man of routine. When I was in college  I went to chipotle 3 times a week after journalism class. Now  I eat at this chipotle every day for lunch with my coworkers. Chipotle makes routine awesome and delicious.  Chipotle on 8th and congress is no different than many other branches. It has incredibly fast and efficient service. The food is consistently delicious.   This chipotle  however  goes above and beyond. The lunch time rush is crazy and they manage to keep it quick  pro tip  avoid lunchtime rush from 12-130 . Their burrito bowl is my go-to. Double black beans  chicken  barbacoa  and guac...delicious   The only downfall is that they re closed on weekends. I miss my drunk chipotle   
Chipotle Mexican Grill,27,Always consistent and very fast. This Chipotle gets very busy because it s the only one in downtown. Be ready to wait in line for at least 15-20 minutes during the lunch rush. If your in a rush make sure you download the Chipotle app and place your order on there to expedite the ordering process.
Chipotle Mexican Grill,28,I come here at least once a week for lunch.  Before you judge me for being incredibly boring- this place is two literally two blocks away from our office  it s cheap  and you can order ahead online   While not my favorite thing in the world  Chipotle gets the job done as far as quickly getting people in and out AND their order online thing is GREAT- especially if you don t care to wait.  They also have margaritas that you  have to drink there  righhhhht   
Chipotle Mexican Grill,29,I enjoyed my visit to Chipotle.   I thought the Burrito was great and tasted fresh  the price wasn t too bad  and the staff was patient with me  I was a Chipolte virgin .   I ll come back here in the future if I happen to be near one at lunch time--but I wouldn t make any special trips.   Here it comes.... ready ..... ok......  Its better then Freebirds.  There...... I said it.
Chipotle Mexican Grill,30,Once you ve tried it  you know what you re going to get every time  and that s comforting if you like it -- and I do. Big burritos  biggish tacos  or a slightly lower carb version in a bowl with your very basic selection of fillings. I like the chunky toppings  pico de gallo and corn salsa   but the smoother salsas aren t exciting  and they water down a burrito that s likely to get soggy anyway if you can t finish it in one sitting  as I often cannot.  They put too much rice on the burritos -- I always ask for half a scoop. If I didn t get the veggie  which comes with guacamole  I d hate to pay extra for it. I always get my food to go at this location  and I ve never had to wait in line  but that s likely because I ve always come closer to 1 30 or 2  not peak businessman lunch hour. Filling and tasty  but nothing spectacular.
Chipotle Mexican Grill,31,This is my first Chipotle experience.  I was in Downtown Austin for the Film Festival and needed dinner between films  but didn t want to break the bank.  They had extended their hours and were open until 8pm  which was great since I entered at 7 50pm.  The venue was clean and had a few people inside.  It was almost closing time.  The girl making my order I selected a bowl with shredded beef  white rice pinto beans  salsa  and corn salsa.  shredded beef had a thick texture and had a strong beef taste which was very good and blended in well with the other ingredients.  The meal tasted very good and was definitely worth more than the price.  I would definitely come here again.
Chipotle Mexican Grill,32,I prefer FreeBirds to Chipotle  but in a pinch for a big burrito with lots of fixin s  Chipotle will do the trick.    I actually think many of the materials available for your burrito pleasure are superior at Chipotle.  Also  the atmoshpere is a little less outlandish and even when it s crowded  there is generally a place to sit.    That said  I think that Chipotle may as well be a fast food burrito stand.  The employees of the locations I have been to seem to be doing what is expected of them and little more.  Plus  some of the sauces salsas fail to excite me the way FreeBird s offering often do.    Chipotle is a decent place to get lunch  and I eat there on occassion.  However  the difference in  food and attitude  between here and Freebirds is that I never say   Man  Chipotle sure sounds good  but rather   I m in the mood for a burrito and Chipotle is nearby.   3 stars.
Chipotle Mexican Grill,33,I greatly appreciate the amount of seating they have at this place  and for that I salute you.  to many places downtown are to small for lunch time crowds.  And for all the fast food burrito places  this place really has the most fresh tasting and well seasoned food.  I m a fan of both the carnitas and chicken.    Two things needed   1  more options  I can t even thing of what these options may be  but I like choices and they don t have many  2  frequent visitors cards  granted I don t visit here alot  and I always forget to get the stupid cards stamped  but they should have it anyway 
Chipotle Mexican Grill,34,I m embarassed to admit that I like food made at a restaurant owned by McDonald s...but Chipotle inspires me to do just that.  Tasty fast-food Mexican fare served up just the way you like it - as a burrito  a salad  in tacos  or as a  bowl   a burrito w o the tortilla .  You can get a delicious  fresh  very filling meal in minutes for around  6  choose your meat  your beans  your salsa and veggies  give them a yea or nay on cheese and sour cream  they throw it together with some fluffy rice  and you re good to go.      It s right downtown  so the line gets long  but they ve got the service down to such a tee that it moves super fast.  Also  it s walking distance from my office  so I can hoof it there and back and walk off 1 10 000th of my meal that way.
Chipotle Mexican Grill,35,Closed Saturday  amp  Sunday   What    These hours shouldn t be downtown Austin. Move to this one to the country  amp  put in a REAL Chipotle 
Chipotle Mexican Grill,36,Why do people who profess their hate for McDonald s set foot in here  let alone review this place   I profess my love for Chipotle. A great place to get a cal-style bigass burrito. 1000  calories of pure meaty joy.  I really recommend the barbacoa -- I went to this place for years before trying it and it is awesome  The chicken is very good too. The beef is a little on the tough side  and the carnitas is not good unless you really like plain pork.  Other pluses  rice is very tasty  black beans have good flavor  hottest salsa is very hot  they serve beer  and even when the place is packed you get your food very fast. Minuses  their price for adding guacamole is like  1.50  luckily I don t like guacamole on burritos  It s also common to have the staff ask you two or three times what type of meat you want. And after eating a whole chipotle burrito  you want to crawl into your cave and hibernate for the winter. That may be a plus.  I slightly prefer Freebird s only because they offer tons of fresh cilantro as a topping  and Chipotle does not  and I m a cilantro addict. The core burrito ingredients are slightly better at Chipotle  IMHO.  Disclaimer  I love McDonald s. And all big evil corporations.
Chipotle Mexican Grill,37,As far as Chipotles go  it s not too different. If you re going for lunch  get there right when they open at 11 or else you ll be waiting in line for 20 minutes.
Chipotle Mexican Grill,38,Looks like I ll be the first to slag on Chipotle...  One of my biggest complaints is that they charge you for extra salsa. That s just nutso. This is Texas damnit   The burritos are more or less California Mission style  the ingredients seem fresh and they are generally tasty. However  they just seem kinda boring to me anytime I ve had one. I don t leave the place feeling satisfied. Full  but not satisfied.  I also tend to avoid this place because they are owned by McDonalds.  Freebirds is a step up for this kind of burrito  many more choices of ingredients   but I d rather save a couple bucks and get a burrito at a local Taqueria instead.
Chipotle Mexican Grill,39,When I saw the billboards about the happy chickens and pigs  I had to go back and try it again. The meat is dang tasty and the rice has a clean  fresh  fluffiness about it. I still flog myself when I get home for eating the flesh of an innocent critter who was murdered for my gluttony  but it s pretty much worth it. When I heard Chipotle was owned by McDonald s corporation  I almost launched my half-digested burrito out the car window. Went home for some more flogging. But then I figured  screw that   If a big evil corporation is making the effort to be not-so-evil  then it s our job as consumers to show them it will pay off.  So put your money where your mouth is and go eat yummy dead animals at Chipotle. One gripe  sometimes the food is kind of cold  like the atmosphere . Ditto  it s bigger and better than Freebirds.
Chipotle Mexican Grill,40,Its always crowded. The line is always long. The fact that it is owned by Mickey D s is somewhere in the back of your mind. The burritos are expensive....but somehow  once you see the size and freshness of the human sized burrito you are about to purchase  all that goes straight out the window.  I admit that I am seriously in like with Chipotle. The food never disappoints. You know what you are getting  you know the choices  you know it will be good and large. Nothings really wrong with it  except the price  and hey you are getting quite alot of food  so the cheap skate in me isn t complaining too much.   Come here for a quick lunch on the go. You might be surprised by how much you like it.  Warning  Think up alternate ways to eat the burrito. Sometimes it is so huge you can barely bite into it. Imaginative techniques must be employed.
Chipotle Mexican Grill,41,I feel like Austinites generally hate Chipotle  or love it.  OMG it s a chain wahhh wahhh.   Myself  I love Chipotle. Always have  always will. Sometimes I just sit around and really  really want a taco. Or a delicious salad. Maybe some chips and guacamole. Yes  I work right next door to Taco Shack  so for all you people on here complaining about Chipotle  I suggest you go to Taco Shack for lunch time one day and then you will really see the goldmine that Chipotle is.  It s usually pretty crowded  but I think the staff management does a great job by moving the line along. Sometimes a nice employee will go down the line so you can pay before even ordering which really speeds things up. They also have a separate door for pick up orders-- not every Chipotle does these things kids.   Really  the biggest downer for me is that Chipotle doesn t have queso. C mon  if you re going to be a fast food  mexican  joint  at least bring on the queso.
Chipotle Mexican Grill,42,They had quite a long line  3 4 of the way to the door  and only one person serving people  she had to go all the way down the line for each person. They had a number of employees wandering around doing other things  apparently what they had to do was more important than dealing with customers.
Chipotle Mexican Grill,43,Who cares if you work for the man  MickeyD s  baby   I mean  I work for the man  too.  Whatever.  We all gotta make a dolla.  I ve got the hots for you in a bad way my sweet  fresh  healthyish  hormone-free  delicious Chipotle.    Your rice is a product of divine inspiration and your guac is a little piece of heaven in my mouth.  I love ordering via the interwebs  running over a few mins later  skipping the line that is often out the door  and going right to the front to pick my ish up.   I love that about you   You re so quick and easy like none of the other girls are.    I blow you kisses daily from across the street  Chipotle.  Even when I m eating elsewhere  I m secretly thinking about you.  Call me.
Chipotle Mexican Grill,44,Now I love ALL Chipotles on the earth  but this one holds a special place in my heart.  One day I decided that it would be a really good idea to order food online to pick up at like 5 15 after I got off work.  But then when I called this lady was like   yo we close at 5  sorry.   Oh noes     But have no fear...that was just a temporary setback.  I went on the corporate website and wrote a little email saying   hey people  there are lots of lazy professionals like myself downtown who would like to order dinner and pick it up after 5...what s the deal    Then this super nice lady  I m guessing the manager from the place on Congress  called me back and she was like   oh my gosh you can TOTALLY pick up food after 5 any time you want       she meant like...a little bit after 5  since they re still cleaning up and closing down at that point anyway...probably up to 5 30 or so   And then to apologize she offered me free Chipotle for up to 5 people   I ended up taking her up on free Chipotle for me and 1 other friend....I didn t want to get too carried away.  But I thought that was really nice and emblematic of how much they are trying to attract business and give top service.
Chipotle Mexican Grill,45,Chips and hot salsa only.  FYI-the copious amounts of salt on the chips are hotter than the hot salsa. I m eating them anyway  so they must still be pretty good.
Chipotle Mexican Grill,46,Pretty fresh Chipotle with quick service. We came here twice in our 5-day Austin stay. It s a good location if you re staying downtown  just sucks that it s not open on the weekends.
Chipotle Mexican Grill,47,I love Chipotle. I am a big fan and I eat here quite a bit  more so because Austin has a limited amount of quality burrito places. It s definitely not the healthiest food you could eat  the tortilla alone has 300 calories   but everyone needs a break from their diet once in a while  and what the hell it s pretty tasty. And seriously you should be able to skip your next meal.  As for this downtown Chipotle in particular I have a couple tips  -the line at lunch time backs up to the door  but if you order on-line or via iPhone app you can walk right up to the counter  also they usually throw in a free drink if you order this way  -throw your business card in the vase.  i have won it 4 times  and the rest of my office has won it few times as well  -if you re not ready for them to douse your entire burrito in hot sauce  you can ask for the hot sauce on the side  and they ll give it to you in a little container  it s perfect for take away 
Chipotle Mexican Grill,48,Wowza it s crowded. I avoid this location like the plague at lunchtime. But often I get called upon to pick up various burritos and bowls for my employers. Call it in or get ready to wait. Yesterday the line was out the door...Chipotle s so popular.   Because it is so busy I feel like the food is fresher than at a deserted Chipotle. If you re into eating two pounds of food at a time and you don t mind waiting  enjoy.  Any other location will take half the time.
Chipotle Mexican Grill,49,Line was out the door today as well  I like Chipotle s so I stayed in line. Some of the employees were taking your order as you were standing in line to speed things up. As I was doing that  I realized that after standing in line for 15 or so minutes I had forgotten my wallet   I asked if I could go ahead and place my order since I had been in line for a while  run out to my car and then come back to pick up my food  they immediately said  sure thing no worries.  So when I got to the cashier  I reminded them that I was just going to run out to get my wallet  but the manager told me not to worry  that it was on the house  Wow  I was very pleasantly surprised   Thanks Chipotle s that was a very nice thing to do and I ll make sure I come back  with money this time    - 
Chipotle Mexican Grill,50,How does a place with fresh ingredients  incredible value  friendly staff  and perfect guac go without five stars   This is a no-brainer if you work downtown.   Healthy ish  filling  and fast.
Chipotle Mexican Grill,51,Overpriced crap. Freebird is way better.  CMG has high prices and stuffs their burritos with a bunch of rice.  No good.
Chipotle Mexican Grill,52,I could see how someone working in food service during SXSW might be a bit discouraged by all drunken chaos throughout March  but this Chipotle boasts smiley  speedy  and delightful employees.
Chipotle Mexican Grill,53,I ve gone to this place several times since I work downtown.  I ordered my salad online and was relatively disappointed... They forgot to put in the most important ingredient  the dressing    And the salad looked more like a burrito bowl   
Chipotle Mexican Grill,54,I love Chipotle  so I was excited when I discovered one in the middle of downtown. Just a few things bothered me.  First of all  I hate how it s closed on the weekends and their hours are terrible  closing at 6 on weekdays  I know this is for business purposes because their busy times are during lunch breaks for anyone working downtown  but I wish they could have normal chipotle hours  maybe 11am to 10pm and open on weekdays   Another thing is whenever I go there  I get steak and they never have it ready. During the slow times  they don t even have steak prepared  so I have to wait like 15 minutes while my steak is being cooked. And they make it medium rare  even if I ask for medium well  which is very irritating. Once they offered me a free drink while I wait  but usually I m just standing there awkwardly.   I ll always love chipotle  but I have to avoid this one because of its inconvenience.
Chipotle Mexican Grill,55,I gave them a four star because the food was great   the dining area was clean  the interior design of the restaurant was very... Hmmm how shall I put this Eco friendly  modern  they used a lot of wood  metal  amp  tin... Very sleek and open.  Finally the four start is for their reasonable prices   Now for the ummms... - parking was a bit difficult... - servers could be a little nicer - where s the Chipotle sign outside    Thankfully we had yelp  and was able to confirm they were open and where they were located   Overall I enjoyed it   Wish we could have a Chipotle in Hawaii 
Chipotle Mexican Grill,56,I went in during the lunch time rush and was really kicking myself for not ordering ahead online. But  to my surprise  I was out of there in under 15 minutes. The line stretched the entire length of the room  but it never came to a halt. This staff has it down. I was so pleased with how quickly they took care of everyone  and without mistakes. Thanks Chipotle 
Chipotle Mexican Grill,57,First of all  They are NOT a subsidiary of McDonalds   a href   redir url http 3A 2F 2Fthestir.cafemom.com 2Ffood_party 2F125679 2Fmyth_that_mcdonalds_owns_chipotle amp s 0bbf4d555a9820f27719c06e7e8373d40d49d1963cbd8d34abb559904cabf62d  rel  nofollow  target  _blank  thestir.cafemom.com food   a   Second of all  Get a delicious burrito bowl with lots of veggies and enjoy it.  Chiptole actually tries to buy local and be green  support them 
Chipotle Mexican Grill,58,This Chipotle is the closest to my place  however it closes everyday at 6 pm. I cry every time. Other then that it s great.
Chipotle Mexican Grill,59,Despite being a subsidiary of McDonalds  and based mostly on the fact that this location is 2 blocks from work  I had been a frequenting the establishment.  It seems that there has been a direct correlation between popularity and portion size  with salads anyway  at this location.  The salad option here was a hearty one  but lately they have been very small portions and since it is 60  nutrition less lettuce  it just doesn t cut the mustard anymore...anyway  if paying upwards of  7 for a salad  w guacamole  there are better options  that offer more than 2 oz. of meat  one tbsp. of beans  and some decent salsa....  Cheers
Chipotle Mexican Grill,60,I call this place the Bang for the Buck Bonanza  large portions for those looking to share a burrito with your 3 person family  4 if we are talking very small people . The decor has the charm of a WW2 bomb factory  but who cares if it is located in the heart of town in a historical building. The taste was just like any other mexican food joint  really  with enough hot sauce  it is all the same.   Overall I think it is great if one is hungry and wants a healthy choice of fresh veggies  grilled veggies and lean meat.
Chipotle Mexican Grill,61,Lunch can be super busy. Either get there when they open at 11a or order online  designate a pick-up time  and pick it up accordingly. The veggies tacos are the best 
Chipotle Mexican Grill,62,I would like to reiterate that Chipotle is not part of McDonalds. However  this is not the best Chipotle in town. It s big and has lots of seating  but the chairs are super-uncomfortable. However  my salad tasted alright.  I liked the spicy dressing and the generous portion of chicken. But next time  I m going back to my regular favorite  the barbacoa burrito.
Chipotle Mexican Grill,63,You can t go wrong with Chipotle. I like how this one is just a hop  skip and a jump away from work. It s still has that Chipotle  modern-metal decor but EVERYBODY who comes here is some corporate dude wearing a suit. But hey  the burritos are quickly made and served with fluffy white rice with -- I think -- peas. I don t remember that detail at other Chipotles...
Chipotle Mexican Grill,64,Someone please notify Yelp that this place is claiming to be  Mexican  food. There should be a law about miscategorizing food this way and or giving the real deal a such bad name. This is false advertising. The guy who started this chain took cooking classes in New York and all the sudden thinks he knows how to make Mexican food.    NEW YORK CITY     This place gets two stars because it is close to where I work. The other three are missing because you are Chipotle and your food is always extremely bland and far too salty.  I get and appreciate that the idea here is to serve Organic food  or whatever  but the fact that there is so much salt in it completely defeats the purpose  and thus the scathe.  Aside from the salt  my biggest complaint is about the understaffed labor being in too much of a hurry to take the time to listen to your order  even when its slow. That process is awkward in this place as it is  and because everyone on the line is new to the job and probably new to having a job in general  it s even worse. When you start to order you immediately get interrupted with some random question about it and the conversation never has a chance to return to a normal flow. The situation deteriorates into an inconsistent series of yes or no questions  vague hand gestures  grunts  shouts over other people  and being unsure of who has your food and what they are doing with it and whether or not you should tell them what you want on it or the next person - only to be bum rushed by the cash register without even getting a chance to tell the cashier what size drink you want  if any.  There should be a spring loaded tile in front of the cash register that ejects people through the roof  or maybe just two really big dudes who throw you out of the store as soon as the cashier has your money. That would be the only thing faster about and less human about this experience.  I don t understand why people eat here and really wish that they wouldn t. This corporate chain  owned by McDonald s no less  should be boycotted so a real Mexican food joint can open up  so we can have some culture back.  Come on Austin  you can do better than this. The food here is not that great at all and the employees are obviously treated horribly.
Chipotle Mexican Grill,65,You can order online  amp  pick up at the to go window out back.  You get to  skip  the ordering line.  WHAT  that is outrageous  Soooo worth it.  Gigantic.Burrito.  And I love their cilantro rice -- I went to A amp M  so I feel a little traitorous loving this more than Freebirds  but whatevs  it is yummy  quick  easy  and good.  And relatively cheap  though not cheap enough for me to go everyday  hello    2-2.50 tacos at El Chilito right nearby  .  But I could eat half and save the other half for dinner  so maybe it works out to  3.50-4 per meal  which then becomes mighty cheap  Yes  that is brilliant justification...
Chipotle Mexican Grill,66,There was not one  but TWO festivals on congress ave today. There was a film festival right next to 8th street  and a massive book festival that ran from 8th street to the capital. There were hundreds of people walking around and every restaurant was packed during lunchtime... till well after 2pm maybe later. Even quiznos was packed. But one restaurant had no one in it -one restaurant that was maybe 100 feet from the massive cspan book  tv tent  and a half a block from the film festival. Today I waited for 10 minutes in a long line at quiznos at 2pm for a sandwich with my child and husband  when we would have much rather had a Chipotle burrito. I guess y all don t like money  because you lost thousands today.
Chipotle Mexican Grill,67,HAVE THE WEIRDEST HOURS     With all the downtown condos  events  State Capitol  and hotels  I am shocked to discover they are only open Monday-Friday 11-6pm.  Everything else is a typical Chipolte. STAY OPEN ON WEEKENDS AND LATER     LAME
Chipotle Mexican Grill,68,Very consistent and convenient.  I go here for lunch usually a couple times a week.  They are good about using a remote credit card machine during peak times to keep the line moving.
Chipotle Mexican Grill,69,If you go during lunch  you may experience a LONG line but it moves kinda fast.  I tend to go around 11 30a or 1 00p  as the line isn t so long during that time.  I haven t had the chance to dine-in  because it is usually crowded during the times I go.    I love the burrito bowls  but the seasoning has been hit or miss.  Some days the meat is seasoned great  while other days it may be bland.  Same goes for the rice.  You get large portions though.  I have seen people ask for  a little more  if they want more.  Be prepared to order when it s your turn in line  because the ordering process moves quite fast at this location.  You can order online or via app and you can walk right to the pickup window.  Very fast pace at lunch.
Chipotle Mexican Grill,70,everything tastes the same no matter what you order. the guac is good but the chips are too salty. theres also the abuse of human rights issue which makes anything  even guacomole  tough to enjoy.
La Santa Barbacha,1,The barbacoa here is unmatched  So juicy and flavorful but not heavy. The salsa they provide is so good as well. I also tried another taco called Benito with chicharron  beans  barbacoa  cojita  and avocado - this was so tasty and delicious. I can t wait come back and try more    Also - they are newer so prepare for slower service as many people are ordering here constantly.  Cheers 
La Santa Barbacha,2,Their Barbacoa is fantastic and the corn tortillas are so fresh and not crumbly at all. I definitely enjoyed the Barbacha taco that is stuffed with Barbacoa and while the Benito was good  it didn t blow me away with the chicarron being a bit soggy and the taco overly salty. The hot sauces do provide a pleasant kick as well so try a little at a time if you re not a super spice fan.   Pricing wise  tacos are about  5 each  which is a little pricey for small tacos. But overall they do a great job so I don t mind grabbing some and hanging out in the Native Hostel s backyard to enjoy them in the sun.   Found this food truck in the back of Native Hostel  so expect to be street parking to get access .
La Santa Barbacha,3,Native has a winner right here  The barbacoa tacos are great as they are and a staple of the menu. But the item that is an absolute must is the Quesabaracha  It s like a quesadilla version of the barbacoa and omg... If it was societally acceptable  I would marry that thing and never leave it. Except for when I eat it and need to marry another one.   You need to add this to your list 
La Santa Barbacha,4,Why are food trucks so fun   We got the crispy cheese tacos expecting them to be small but these things are pretty good sized and very filling.  Instead of a tortilla  the barbacoa and chicharron is in a crispy shell of fried cheese.  We loved the green tomatillo salsa.  And  the best part- pink horchata- homemade with real strawberries 
La Santa Barbacha,5,Great place to grab drinks. I tried their pink horchata  which was perfect and not too sweet.
La Santa Barbacha,6,10 10 W0WWWW This place is a freakin golden nugget of taco trucks man. Their barbacoa taco is elite and their salsas are approved by my Mexican mom. Their tortillas are fresh and hand made and delicious. The aguas frescas were so good and I loved how they were refreshing and tasty instead of just sugary and sweet. Honestly  this place is doing barbacoa right. I went on a Sunday when I was hungover haha  and their melon cantaloupe agua fresca was everything. It was refreshing and hydrating and honestly it just made me feel good. All of the ingredients they use tasted so fresh and I can tell they really put so much thought and care about what they do. Michael was super helpful and he s funny lol.   I d do pick up if I were y all  there was only 2 tables and no shade  but trust me  this place is the real deal when it comes to barbacoa tacos  10 10
La Santa Barbacha,7,I m screaming from the rafters   YOU MUST EAT HERE        I had the chilaquiles bowl and almost cried. The attention to detail in every component of the food served at this family-run food truck  parked behind Native Hostel  is mind-blowing. They are DELIVERING on all fronts  my bowl was a perfect symphony of textures  flavors  and balance. I can t wait to go back and try the tortillas. I would buy a bottle of the salsa verde for real. Way to go  y all  And grab a coffee inside at Idlewild  it s delicious too 
