restaurant_name,number,review
Taco Bell,5,Idk what the fuck is going on at this Taco Bell. I will order it on door dash  it will say they accepted the order  the driver will go and wait there  suddenly an hour or even longer after I placed my order they will cancel it. Maybe they re understaffed  but if not then seriously fuck all of u that work here. This has happened a few times. I just wanted a crunch wrap supreme man. I ve worked in the food industry so I know how it is  but y all are actually ass at your jobs. I m thinking of applying and working there for a week just to see wtf goes on at the daily cuz I m actually curious how they r so bad at their job. So don t order from here.
Taco Bell,6,This is the SLOWEST drive thru or pick up that I have ever been too. Over 30 mins and the person taking my order didn t know up to sub out food.
Taco Bell,7,don t accept uber eats orders if you make drivers wait over 40 minutes to get the food  
Taco Bell,8,Staff is friendly  but the service is the slowest I ve ever experienced. Have visited this location 3 times now in the past few months and  without fail  I have waited 30  minutes for my food each time. Most recent visit there was a single car ahead of me that waited 10 minutes for a 12 pack of tacos. It s ridiculous.
Taco Bell,9,I literally can t put Into words how terrible the lady who takes your order is. She is probably the worst person I have ever met in the service industry. I ve gone to this location multiple times and every time I speak with the RUDEST women. I get that you are 37 and working at Taco Bell sucks  but you literally knew exactly what job you have signed up for. Absolutely ridiculous how heinous this woman is. She literally makes me dread going to Taco Bell. She is cruel  FIRE HER 
Taco Bell,10,THIS PLACE IS THE WORST      I have gone through the drive through on multiple occasions and never once has it taken less than 45 minutes. On what planet does it take 45 minutes to put together tacos  And you re LUCKY if they even get your order right. I d rather eat dirt than go to this place
Taco Bell,11,I m a bad Mexican for eating here  I know.  But hear me out  I was drunk  needed greasy food  and going to high school in Cali conditioned me to want this in such moments.
Taco Bell,12,I uber eats Taco Bell and they gave me a quesadilla with nothing in it. A plain tortilla. Also the lady told me to cancel my order whenever I called her. I guess they were to lazy to make my quesadilla. Also my cinnamon twist had NO cinnamon on it at all
Taco Bell,13,Literally don t ever come here- they won t even take your order through the intercom. Food always wrong.
Taco Bell,14,Fuck you Taco Bell. All I gotta say is Fuck You. You fucking suck I hate you. We waited in line for 40 fucking mother fucking minutes and as we pull up to the speaker it turns 1AM AND YOU TURNED US AWAY. I cannot explain the anger I feel at this moment. Shitty customer service. I hope the lady at the speaker never gets hired anywhere else because I would feel so bad for their coworkers working with the spawn of fucking Satan. Bitch wtf I hate y all. I cannot stand this establishment
Taco Bell,15,I was so glad to see a Taco Bell in this part of town. I was on my way to Ironman 70.3 Austin race at Travis County Exposition Center last November. It was cold and I was hungry - not a good combination when I travel.  The restaurant has a large parking lot. I didn t have problem finding a space  well  who eats here at 9 on a Saturday morning anyway.  Odd thing was the doors were locked. I kept looking at my watch and the open sign. It obviously was open because there were people in there.   So  I walked to the other entrance and inquired about their locked doors. The cashier brushed me off casually   oh yeah. We know.  Okay. Luck you  I don t live in Austin. I d reported it to the corporate.  My breakfast experience was fairly pleasant. Coffee was steamy hot and delicious. I hope the doors are all accessible on my next visit.
Taco Bell,16,Went there tonight  they forgot to give me my 2 chalupas and two nacho cheese supreme tacos  called the store and told me to get in line again. Keep in mind their drive thru line was SUPER long. I waited in line got to the window and they gave me my food. I didn t bother checking it because I would assume it would be right this time. I get home and my nacho cheese supreme tacos were missing the sour cream and tomatoes. And our food was COLD. This is the second time they have messed up my order.
Taco Bell,17,Not too great. I mean it is a taco bell  but they always getting my orders wrong  or the sauce wrong. I just get tired of it after a while. The place looks dirty if you go inside  like no one s cleaned it for a while.  The lines seem like they re always slow  no one is working particularly hard or really trying. I might be asking for too much from a fast food place  but this one on airport stuck out to me because it s just really  really bad. Drive down the block and go to a different taco bell.
Taco Bell,18,Zero stars. Don t support this business because they do not support their employees or customers. ZERO STARS IS WHAT I RATE IT 
Taco Bell,19,I really like this place because the hot sauce packets are out by the drink machine so you can just grab as many as you like. Other fast food places make you ask the person at the counter for packets and they do not give the sauce up easily. It s like  when was ketchup or sweet and sour such a high priced commodity  Just give me the packets  In my view  it s one packet per bite  and I m glad Taco Bell gets that.   Endless sauce  always.
Taco Bell,20,It s Taco Bell  nothing crazy. They definitely don t give me enough meat on my  meat filled  tacos  but what really set me off was the fact that they had an AWFUL version of John Legends hit song open your eyes.. smh Uno Star
Taco Bell,21,General Manager is not a friendly person   as usual order is incomplete General manager not once looked at me had his back towards me didn t acknowledge customer service. Will not return to this location whatsoever. Management is horrible. Shift leader Sharmae should be General Manager she was the only positive person who acknowledged customer service.
Taco Bell,22,They used to have Baja Sauce for the chalupas and now just stinky sour cream what s the deal with that Taco Bell you used to be cool    Not anymore 
Taco Bell,23,Lemme start by saying I love Taco Bell. Ive come to this location before and it used to be a good Taco Bell. I came here today and got the chalupa cravings box. I always get this but this time it was NASTY. The cinnamon twists had no cinnamon on it and the sour cream tasted extremely expired.
Taco Bell,24,Taco Bell is the same everywhere. You get what you pay for. And I love paying for my  5 cravings deal. Literally cannot be beat. It s amazing. Bless you  Taco Bell.
Taco Bell,25,It s fast food. It s Taco Bell. You know the deal.   Here s what makes this place better than the rest - we pull up after a brewery outing. Y all know how it goes. I want food and I want it now. Shit was fast. I ordered a big box - whatever the special is right now. Something about ghost pepper sauce.  Can you tell I d been drinking   Something something I only paid  5 for three different food items and a drink  all packaged in a sweet ass box.   They did not put lettuce on any of my food  as requested. WHAT. Yes  you read that correctly. They follow special instructions. There was not a single  nasty little shred of iceberg lettuce in any of my food and I was so happy.   We asked for fire sauce and holy shit  they hooked. it. up. I have so much fire sauce now. SO MUCH FIRE SAUCE.  I rarely eat Taco Bell  but y all done made me a customer for life because this location knows how to make dreams come true.
Taco Bell,26,I had this massive order of like 50 different items with 10 different payments.  I was in and out within 20minutes.  They didn t get a single order wrong.  10 10 would eat again
Taco Bell,27,Typing this as I wait 30 minutes behind 3 cars...horribly understaffed not worth your time
Taco Bell,28,MY FOOD WAS CONTAMINATED AND I GOT SICK IMMEDIATELY.  EAT HERE AT YOUR OWN RISK.  I generally am fine with Taco Bell...  I don t even really care that their food is often made sloppily and often doesn t have the all of the ingredients mentioned in a product  eg. No cheese in a cheesy rice and bean burrito .  This is fine  it s cheap and I was very pressed for time and money.  What is NOT ok is how it made me sick afterwards. Almost immediately after finishing my food  I felt some flu-like symptoms and they have gotten worse today. In my nose  my nasal passage and throat  I feel a raw  dry  stinging  have a runny nose and it hasn t stopped no matter how much water I drink.  I ve never gotten flu-y from food before and I don t have any allergies...  This was just such a huge surprise.  I mean  I know they don t care and nothing is probably going to change but this seems kinda messed up and I figured I should warn people.
Taco Bell,29,Look I know it s fast food and they get paid terribly. But When I m in the drive through I still don t want to see workers chomping on tacos with their mouths open  especially without gloves. At least go to the back room to take breaks. Also  I ve tried going at 10am and only after ordering do they tell me they re  only serving breakfast right now.  If you re going to eliminate your entire menu just to serve eggs inside of tortillas which is gross  have some other options. Taco Bell is all the same ingredients mixed in different ways  it s not like other fast food joints which literally can t serve breakfast and lunch at the same time. Least they could do is tell us the hours when their actual menu is available rather than just being straight up bitches when you try to order it. These workers truly don t care. Either pay them more or prepare for your chain to go extinct.   Update  I made the mistake of going to this location again. I ordered 2 quesadillas with diablo sauce and was only given 2 packets. When I asked for more sauce  I was told there is only one sauce allowed per quesadilla and the window was slammed in my face. Again  stop trying to be McDonald s. Their one sauce policy would be ridiculous if it came in a half full packet. I threw this food out since it wasn t worth it only having a few drops of sauce with it.   the sauce was the last good thing about this chain. Goodbye 
Taco Bell,30,I have low standards for taco bell  but this is THE WORST SERVICE I HAVE EVER EXPERIENCED. 5  times I ve come to this location an hour or more before they close and they ignore me in the drive thru and then come outside 20  minutes later and say they re closed. Wow  Thanks for wasting my time. I have never been so livid and disappointed by any business in my life. They don t care about their job and it s blatantly obvious. Get it together. All of the worst fast food experiences in my life have taken place at this Taco Bell  at this location.
Taco Bell,31,This Taco Bell has to be the worse I been to  ordered the chalupa meal and was given the cravings box this is the second time when I asked for the chalupa meal was given something else instead. Earl was the cashier yesterday and today we met with the manager Francisco and he was so fixated on saying that he wasn t given anything free in which we were not asking for anything for free that he could care less that he has incompetent workers  then a worker comes to the front of the restaurant like he wants to fight. Smh
Taco Bell,32,Been to this location twice and had delicious food. We went through the drive-thru during late evening hours. Both times we went  there was longer waiting times in comparison to other stores during similar operating hours. They also made a slight error when executing one of the orders replacing the crunchy taco in the big box meal with another burrito. However the service was friendly and the food was very yummy. The chalupa was generously piled with toppings on a puffy and warm shell.
Taco Bell,33,Classic Taco Bell food. Always good and what you d expect. Burritos were kinda skimpy  that s the reason for 3 stars instead of 5
Taco Bell,34,This is 5 5 stars for a Taco Bell - it s still a Taco Bell with the same sloppy  barely-beef offerings as any other. The high rating is for the service... I stopped by during a rush around 2 or 3 and had to wait at the last window for longer than usual. I didn t care because I wasn t in a hurry  but the lady at the window was super apologetic and offered to throw in some free items.  I declined  but appreciated the sentiment.  She was telling other employees in the kitchen to hurry it up  that people in line were waiting. I really appreciated her level of customer service.
Taco Bell,35,Long wait just for them to say they re out of tortillas. Really  I asked if they had any tortillas and they said yes. I asked if they could use the tortillas they had  small ones  to make what I had ordered  quesadilla . They said no. Guess now I remember why I haven t eaten at a Taco Bell in so long.
Taco Bell,36,Man I love taco bell.  Food is so fucking good  unfortunately after I eat taco bell I feel sick for hours and fire comes out of my butt for 24 hours.  Not really worth it.
Taco Bell,37,I am writing this review for the dude at the drive-through window at 1 AM on 07 16 14. I went to Taco Bell that early morning because I was craving a Mexican Pizza. I was informed that there were no more available. This was really disappointing since I usually never go to Taco Bell  and when I do  I get the Mexican Pizza. The guy at the window  was really apologetic and offered me a free drink. Even though I don t drink soft drinks  I really appreciated his customer service. I will definitely be coming back   Btw  the new quesarito is awesome  Get it  beans and  red sauce.
Taco Bell,38,The emotions I experience after taking my first bite into a lavish quesorita parelells agape mania. The ingenious burrito-like creation transports me to another era. An era of real  affordable Mexican food that allows me to feel like I am part of an authentic experience. Thank you Taco Bell  I ll be back. Until then  I sign off wanting you to know how I feel about you. It s not goodbye. It s see you later.
Taco Bell,39,Do they ever get an order right    drive off and entire order is wrong.. my fault for not checking before i drove off  sorry for not wanting to hold up the drive through long line next time i will
Taco Bell,40,Wtf is wrong with this place  Their drive thru is always a dozen cars long and a 30 minute wait - especially late night. Hire some damn employees already 
Taco Bell,41,what can i say.  it s taco bell..    yo queirro.  if you get tacos only  it gets surprisingly expensive.
Taco Bell,42,It s cheap it s fast and it s reasonably tasty.  OK - yeah... it s not really real mexican food  but sometimes it will do in a pinch - especially late night when there s not much else open.   This is pretty much the only big chain  fast-food  I will eat. Then again  I keep it really simple and order a couple bean burritos  with green sauce - which makes all the difference in the world  and maybe a soft taco. They really can t screw that up - discounting the one time they put like an entire handful of onions on my burrito.  This location on Airport is pretty typical. I ve only been thru the drive thru. I have no idea why they have the crazy 2 window system  pay at the first and get food at the second. The same employee seems to be working both windows whenever I stop there.  Cheap  Fast or Good. Pick 2.
Taco Bell,43,The staff is always surprisingly friendly to me. For being Taco Bell its pretty good too. Of course its not 5 star good food  but I am giving the rating to the staff  especially in the drive thru. respect  
Taco Bell,44,Food here is good. I don t have much to say except that I haven t had any bad service for any of the 3 times I ve been here. Taco Bell always has a different cheesy taste to their foods  and it probably has to do with their recently revealed secret ingredients that they use. They state that they always use fresh ingredients  and I believe them. Customer service could be better I guess. Not big on the smothered burrito.
Taco Bell,45,If I could give this Taco Bell a zero star rating I would. I have been there on 4 different occasions and I have never had my order made correctly. I have never dealt with a restaurant that is so jacked up before. I will never be going back to this Taco Bell  Ever again     
Taco Bell,46,This is the worst Taco Bell I have ever been too. Between five of us ordering not one of us got the food we actually ordered. The messed up on every single one of us. Completely left out some items. One of us got a taco that was completely cold. When we went back to talk to a manager the manager could not speak English. I love Taco Bell  but this particular location sucks. Find a different location or a different restaurant. Not worth them scamming you on your order.
Taco Bell,47,Took a total of 30 minutes to receive my food. Definitely not fast food   And when I got to the window the lady offered no apology for the wait  she just stuck her had out and gave me the total of my order. I will not be going back to this place. I could have made my own bean burrito in that time.
Taco Bell,48,Rude cashier got order wrong and charge me extra gave back and left won t be coming back
Taco Bell,49,Great employees and fast service. Better than your typical fast food experience  would recommend this specific location over others.
Taco Bell,50,One word  wow. I went to his restaurant without any great expectations but I was blown away. I got the  8 which is three soft tacos  with my own little twist of no lettuce   and it was fantastic. Add a little bit of their renowned mild sauce and you ll think you died and went to heaven. Would recommend to anybody who has a palate for high end Mexican food  11 10 
Taco Bell,51,The sweetness guy just made me a coffee 3pm in the afternoon with cream and sugar. Sweetheart. Thankyou. You get all the stars.
Taco Bell,52,I got three items but more importantly  the perfect amount of Hot sauce. Not too much where I feel like I m hurting the environment and not too little where I hate my life. I got a spork in my bag to compliment my Cheesy Fiesta Potatoes. Before this  my girlfriend used to get mad at me for using my hands. Taco Bell is improving my love life. The Crunch Wrap was neatly folded which allowed maximum grip opportunity. I was able to bite and immediately fill with Hot sauce  which by the way I had more than enough of.  All the one star reviews below me are liars.
Taco Bell,53,Your standard Taco Bell  but the woman who rang us up was ridiculously friendly and nice  I was not expecting that at any fast food place. I m a sucker for the steak gorditas. Will be back again soon 
Taco Bell,54,The crispy tacos are deeeee-LISH   But I can only give 4 stars because they insist on stocking the  Baja Blast  flavor of Mt. Dew. WHATEVER HAPPENED TO CODE RED PEOPLE         jeeeeeez
Taco Bell,55,Was closed at 10 30 pm when they were supposed to close at 11. Before that  they got my order wrong 3 times. Same window girl every time  hyper aggressive. I know it s Taco Bell but come on.
Taco Bell,56,Good quick service  the food is average  but I definitely love their 7 layer burritos   Their open all day night which is pretty helpful if you have driven for 20 hours straight and haven t eaten for a while.   Like me.    I would have starved to death if I had not found this place.
Tacos Michoacan,1,Rolled tacos. Delicious tacos. Eat while inhaling fumes from the highway just meters away.   No  I m not British  I m just trying to get everyone on the Metic System.  So when you order a taco here  ask for 5 grams of hot sauce.  They love it    My only note would be the chicken fajita taco.  Please  please never put cheese on a street taco.  Not Kosher.   Not literally Kosher  but figuratively Kosher.     Yum 
Tacos Michoacan,2,Came here hoping to get some good tacos and left disappointed. Ordered barbacoa and al pastor. The barbacoa meat was of lesser quailty it had more fat than I would have liked. The al pastor was good but it was ridiculously greasy. The lady was very nice. I didnt like that it took about 30 minutes for our tacos to come out. there were only 4 people in line. Not sure why it took so long.
Tacos Michoacan,3,Al pastor is perfumed with cloves and pineapple. It s one of the best versions I ve had in town. This truck is only open for breakfast and lunch  unfortunately. but it s worth playing hookie from your 9 to 5 to taste their stellar handmade tortillas  perfectly cooked meats  fiery molcajete salsa  and all the little extras that only someone with a love for what they do can give you.
Tacos Michoacan,4,Love this place  Makes me feel like I m back in Puerto Escondido with my dad. Really authentic and really damn good 
Tacos Michoacan,5,It s unclear whether the name is Rico s or Michoacan  but either way we had really good breakfast tacos. Hubby and I had bacon egg  sausage papas  chorizo egg papas with cheese on some. Total was  8 which included the tax. Not overstuffed  but plenty for the two of us. Served us three sauces  2 red and a green... all very good. We were impressed by how fresh everything was. They started coming after we placed our order  and the smell alone was an indication of what was in store. Very friendly  I plan on trying some of the lunch style tacos and corn tortillas next time.
Tacos Michoacan,6,It s great to know there are places in Austin like Tacos Michoacan. I d been about to eat from a taco truck on the same block  but when I tried to order  the gruff man who seemed to be working directed me into the neighboring convenience store. The truck was closing  and apparently they sell their  pre-made  tacos at the shop. But I wanted a hand-made tortilla  and to smell the meat cooking on the grill as I waited in eager anticipation for my taco  So I stuck to my original plan and headed over to Michoacan. The woman working there could not have been nicer. She explained that fajita meat is softer than the meat I d originally ordered  bistec   even offering a taste so I could see for myself. She told me they re open except Sundays  or  unless I have a doctor appointment or something.  The taco was stellar. Handmade corn tortilla  delicious spicy green salsa  flavorful meat. So go give some business to a nice taco truck  one that shockingly hadn t even been on yelp before today  though i ve noticed it in that spot for quite awhile  
Tacos Michoacan,7,Had high hopes along with high expectations especially after trying Taqueria Don Emilio half a block south. Had 1 barbacoa which was poor quality. I am a Mexican from mexico and know its just not the same but that was some terrible barbacoa. Then I had 1 al pastor and it LOOKED delicious. Turns out it was sweet  now this isn t one of those typical Austin lets make things taste weird and nasty and say its good type of places  its supposed to be straight up tacos. Nada mas ni nada menos. but it was so so so sweet I couldn t enjoy it. On the upside the ladies were very friendly  service was fast  and there was plenty of other things on the menu which might be much better. But if you do go  don t have either of those 2 tacos.
Tacos Michoacan,8,this taco trailer is tasty.  i usually get the chicken fajita.  its loaded with grilled onions  avocado  cheese  and chicken.   very yummy  and a very good value at  2 including tax.   the lady that runs it is smiley and very friendly.  she is a good cook.   this place is better than average and much cheaper than the veracruz all natural truck at radio.   fyi  they close at 3pm and are closed on sundays.  check them out  you won t regret it.
Taco Cabana,1,Overall  definitely a  crappy junk food  kinda place  which I really enjoy   Food was good. Definitely lower quality  iceberg or some really pale kinda lettuce quality   fast food style  but tasty and filling. The flavors were really good. I really liked the rice and bean flavors  it kind of reminded me of what I used to get at local Mexican restaurants when I was a kid. I don t know how authentic or whatever it is  but it hit the spot. The marg was really good  I got lime and it was a good combo of sweet and tart. It comes as a cup and a single serving shot in a bottle.  The person making my meal double checked that I got the bowl filings that I wanted  which was nice. I m guess they call your number and put your food on the counter when it s ready  but it wasn t super clear and I missed it the first time they called it  so keep an ear out  or just hover at the counter til you have your food.  Compared to Chipotle  the other fast food Mexican place I frequent   food quality was lower  I enjoyed it more  it s more like junk food   it was cheaper  and a smaller portion. Chipotle guac is always better than anywhere else though.
Taco Cabana,2,The lazy people at this location act like it s an issue to take your order. If you don t want to work  go on welfare. I m sure you ve been there before. Plus  asked for a Dr. Pepper  then this mush mouth lady lies to me and said we only serve Pepsi products. But when I get to the window  there is Dr. Pepper right there. Then I asked to pay with Apple Pay  and she said they don t take Apple Pay. Seeing that my card was compromised at this exact location  I decided to drive off. But then I checked their website about Apple Pay. Here s what I found below.
Taco Cabana,3,Let me start off by saying that when I come to Taco Cabana I m not looking for authentic Mexican food  so I know what to expect. However with that said  this is by far one of the WORST TC    Granted we came 30 minutes before closing however the rule in food service is the last meal should be just as good as the first meal.   When we got to the drive thru there was one car in front is us  placed what I thought was an easy order and proceeded to the window. The young lady at the window looked so confused so when she finally opened the window  I repeated my order to her again. She nods her head and takes my money. She comes back and hands me my drink - now the cash drawer is still open and I haven t gotten my change yet. So I say can I get a receipt and my change and she s like  oh yeah    At this point she closes the window and takes off with a box I guess looking for who it belongs to. She goes to both doors looking for someone when she finally realizes it s my quesadilla. She hands it out to the window and tells me to pull up for the rest of my food to be brought out. Also at this time  the guy behind me gets impatient and reverses out of the drive thru like I m holding up the line but I m still waiting on my food.   So I m sitting there and it s been about 5 minutes and there is another car behind me. I get out of my car  walk to the window and she s looking at me like a deer in headlights. I ask  can I get the rest of my food   And she s so confused because she doesn t even realize I m missing food. A guy walks up to the window and asks me what am I missing and I proceeded to tell him. He assured me he will have it right out. At this point it s been more than 10 minutes since I placed my order and when he finally brings it out I ask - does sour cream come with the quesadilla   Uh  no ma am  we ran out  - salsa  Anything  He suggested some guacamole. At this point I just want to get out the drive thru  I thank him and leave. However then I realize they didn t provide any utensils for the rice and beans.   As I said  yes it s near closing time  however I need TC to step it up a few notches.
Taco Cabana,4,Well dad to say but the taco cabana that existed pre COVID is no longer. We went yesterday afternoon and found a very limited main and childrens menu.  No salsa bar and generally a stark environment for dining. Everything is in to go containers for simplicity I guess. Crisp taco were good enchilada was tough on the bottom. In the future we will go to Taco Bell it s less expensive and although the quality of food is a bit lower it will be our choice.  I understand taco cabana was bought out by a new company but maybe they should revisit the menu.  We won t be back
Taco Cabana,5,Open your lobby. Stop using the excuse of COVID and pay enough to hire the personnel needed to run the lobby and if you need to put locks on the bathroom to keep out homeless do so.
Taco Cabana,6,Never open. In restaurant dining isn t available only drive through. Took over half an hour to get my food from drive through. Ownership clearly doesn t care about this location. Plus they never have tequila for margs.
Taco Cabana,7,Contrary to the posted store hours online AND the sign in front of the door this place is not open. 6 50 on a Wednesday and the front door is locked. Rip to taco cabana. No sign saying why. Just a locked door. Kinda how I have locked my heart now that it s been broken by taco cabana. Rip
Taco Cabana,8,Why are the South Austin Taco Cabanas open then closed open then closed for indoor dining    What is going on here  
Taco Cabana,9,Good fresh food at a good price and fast. Had the chicken fajitas and a bean and cheese taco and will definitely return to this taco cabana
Taco Cabana,10,Intended on dropping by just for their  2 frozen margaritas  they have 12 flavors available   and ended up getting chk quesadillas  w  pico  and nachos.   The margs are a really cool deal  comes with a shooter of tequila so you know just how much booze you re getting and stayed chilled for quite awhile which was nice.  All of the food turned out great  I ve had some of their chk guisada  amp  beef fajita tacos in the past and it s pretty good for the price point and how quick the orders come out. Something about their flour tortillas is really nice as well  makes for good food  
Taco Cabana,11,I go to this location every morning before work. The food is consistently delicious. The staff is kind and has gotten to know me and my order. I would recommended this location to anyone. Thanks guys  
Taco Cabana,12,If I wanted a Pico de Gallo quesadilla that is what I would ve asked for. But no I asked for a chicken quesadilla  which was 90  Pico and 10  cheese and chicken. Ridiculous. Man working the Drive through was very cold also and said almost nothing to me. Y all need to realize if you want customers to keep coming back you need to give them what they want    Which is chicken on a chicken quesadilla.
Taco Cabana,13,It was my first time here to tace cabana. My expectations  weren t very high as its fast food.  The prices were a little high for a restaurant to have a drive thru. I ordered 2 steak fajita tacos and a chicken quesadilla. The tacos weren t good  but also weren t bad. About a 4.5 10. And the quesadilla were a little bit better. Maybe a 5.7 10. The food is better than taco bell  and a competitor in Mexican fast food. I probably would look for better authentic options next time  if time provided.  So if you re ever in Austin and looking for tacos  I d rather you sit in a restaurant and enjoy a meal. But if all fails  this place is an optuon
Taco Cabana,14,They refuse to open their doors and let us inside to eat  why  I recently took a trip north and saw a lot of their restaurants were also closed. This used to be the pride of SA and a great place to eat now it s just another drive thru with just ok food.
Taco Cabana,15,Went through the drive thru. Big mistake  The line was hardly moving. Finally made it to the window. I ordered 2 cucumber lime Margaritas and 2 lime. They gave me ALL lime then didn t even fill 2 of them half way. When asked to add more of the mix they looked upset and one worker said something like that BITCH. Really  That s how y all treat customers  Never will we go to that slow taco cabana.
Taco Cabana,16,I love taco cabana. They had so many flavors of the frozen margaritas today I ordered the prickly pear and it was so good  Ordered my steak taco combo and it was just as good as each time.
Taco Cabana,17,It s Taco Cabana. I always make sure I hit Taco Cabana at least once when I m in town. I know  I know  it s fast food and probably pretty gorky. It s probably no worse than Taco Bell but I only go there about once a year also. Maybe less.  But my daughter worked at the Taco Cabana on Guadalupe the first time I came to visit her and I spent a lot of time in there because I would drop her off and then hang out in the patio area  which was open air  but closed-in so that my then toddler  now an adult  could run around safely without me having to constantly pull her away from things. I would sit and have one or two margaritas and just enjoy being in Austin.  So for me  stopping in at Taco Cabana is a Sentimental trip  not just a stop for food and drink.  I was driving home the other night and got a craving for a cold drink   Margarita   Taco Cabana experience so I stopped at this one because it was on the way to my daughter s. There weren t very many people in here. The clerk wasn t super friendly. But I can be very self-motivating when I decide to enjoy myself. I ordered the three street tacos plate with chicken ranch tacos  had my meal on the patio  took a beautiful picture of the food  enjoyed my  3.50 margarita very much  ate everything on my plate and enjoyed it.  I appreciated yet again the fact that you can get cilantro from the salsa bar so if you re like me and love cilantro you can add the extra onto your meal. I hung around for a little bit Yelping and Facebooking  then headed back to home base at my daughter s. I had no tummy problems that night or the next day from it. With fast food  you never know.   All in all it was a very positive experience and I would come back. I always found it fascinating that a fast food place offered alcohol because no fast food establishments where I m from do that.
Taco Cabana,18,Since the 70s  taco cabana has been my family s go-to for tex mex food. They ve been consistently good. Now  since the family has sold out to a big California conglomerate  the changes They ve made to the menu and service are enough to make me want to picket every store. Yesterday  first off  the take out boxes are smaller. We got taco plates and an enchilada plate. There was a scant quarter cup of rice  clearly scraped up from the bottom of the pot with burnt crispy dry bits of rice. While small  the beans tasted the same.  The tacos were good. The cheese enchiladas were horrible. There was a log of cheese rolled up in the tortillas  with a tablespoon of sauce. The cheese wasn t melted. The flour tortillas  a cabana mainstay  were good  but noticeably smaller. We are looking for a new go-to for our tex mex fix  Save yourselves  Don t go to  Taco Cabana 
